user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend_hours,primary_device,household_size,created_at
user_02228,katelyn72@example.org,Eric,Smith,26.0,Male,USA,Illinois,West Brianmouth,Premium,2024-04-28,False,5.45,Desktop,3.0,2023-10-22 00:09:26.196550
user_02232,monica24@example.com,Richard,Lambert,21.0,Female,Canada,Ontario,Lake Austinstad,Premium,2024-05-11,True,22.36,Gaming Console,1.0,2023-05-29 10:46:22.013798
user_02233,uchen@example.org,Alejandro,Rodriguez,25.0,Male,USA,Tennessee,New Bethanymouth,Premium,2022-10-21,True,3.93,Tablet,6.0,2025-06-11 15:26:26.169207
user_02242,kendra75@example.org,Richard,Dixon,22.0,Female,Canada,Newfoundland and Labrador,Lake Alexander,Standard,2023-12-31,True,11.45,Smart TV,3.0,2023-10-05 19:35:50.914248
user_02249,bethany10@example.net,Kimberly,Porter,20.0,Male,Canada,New Brunswick,Lake Norman,Premium+,2023-06-15,True,24.39,Gaming Console,1.0,2025-06-09 15:13:00.661774
user_02257,tiffany50@example.com,Amy,Ward,28.0,Female,USA,North Carolina,Adkinston,Standard,2024-10-11,True,32.48,Gaming Console,3.0,2023-12-02 08:26:40.096562
user_02267,danielsthomas@example.org,Jonathan,Banks,20.0,Male,USA,Massachusetts,Powellland,Standard,2022-09-02,True,11.5,Desktop,,2023-03-17 02:43:39.599995
user_02289,randall45@example.com,Anthony,Khan,25.0,,USA,New York,West Robinstad,Premium+,2024-07-14,True,14.96,Smart TV,1.0,2025-02-23 21:02:53.830131
user_02292,kathyhall@example.org,Jennifer,Duarte,24.0,Male,USA,Washington,Juliatown,Premium,2024-01-21,False,9.96,Gaming Console,,2025-02-09 14:19:25.670993
user_02293,halltrevor@example.org,Alan,Tucker,30.0,Male,Canada,Manitoba,South Connorside,Standard,2025-03-22,True,1.87,Mobile,2.0,2023-06-13 07:38:24.498667
user_02295,saunderssierra@example.org,Matthew,Cruz,23.0,Female,Canada,Manitoba,East Andrewmouth,Premium,2025-04-21,True,9.04,Gaming Console,3.0,2024-06-13 22:46:41.959907
user_02296,boonelee@example.net,Alex,Carroll,25.0,Male,Canada,Nova Scotia,Joshuachester,Premium,2025-06-09,False,10.26,Laptop,4.0,2025-08-01 13:59:13.517821
user_02299,krista46@example.com,April,Cherry,27.0,Female,Canada,Quebec,West Benjaminport,Premium,2023-05-08,False,,Smart TV,1.0,2023-05-06 02:29:08.320331
user_02300,nrice@example.com,Michael,Sullivan,18.0,Other,USA,Tennessee,Port Julian,Basic,2022-12-27,True,4.85,Mobile,6.0,2023-11-08 12:30:28.067123
user_02314,tbrown@example.net,Mckenzie,Moss,25.0,Male,Canada,British Columbia,Johnsonchester,Standard,2025-01-06,True,5.7,Tablet,,2024-12-13 10:52:29.050545
user_02321,rhoward@example.net,Olivia,Cruz,24.0,Male,USA,California,Allenside,Standard,2022-09-29,True,26.69,Gaming Console,3.0,2022-08-13 17:31:48.388922
user_02324,fmartin@example.com,Tyler,Calhoun,30.0,Female,USA,Georgia,West Andrewfurt,Basic,2024-05-17,True,,Laptop,,2023-07-12 13:47:10.694232
user_02328,ashley17@example.com,Stephanie,Duarte,25.0,Other,Canada,Newfoundland and Labrador,North Janice,Premium,2023-03-23,True,,Smart TV,3.0,2023-04-18 17:07:17.993435
user_02330,mcgrathrobert@example.org,Matthew,House,21.0,Male,USA,Illinois,Lake Lawrence,Standard,2025-07-06,False,344.49,Desktop,5.0,2023-05-03 12:12:41.719171
user_02331,maria11@example.net,Victoria,Frye,22.0,Female,USA,Maryland,North Patriciabury,Premium,2024-09-15,True,25.77,Gaming Console,,2024-06-02 19:49:41.245675
user_02333,ehernandez@example.com,Mary,White,23.0,Female,Canada,Nova Scotia,Katherinefurt,Premium,2024-07-28,False,16.52,Mobile,,2024-11-09 09:20:57.989353
user_02338,pattersonchristian@example.com,Ronald,Moore,26.0,Female,USA,Massachusetts,Myersville,Standard,2023-07-10,False,11.77,Mobile,1.0,2025-03-08 11:12:44.539525
user_02350,samantha01@example.net,Ruth,Evans,26.0,Female,USA,Indiana,New Justinfort,Standard,2022-08-28,False,16.77,Gaming Console,5.0,2024-02-13 11:00:43.324335
user_02356,bevans@example.com,Christopher,Santana,21.0,Male,USA,Ohio,Nathanchester,Standard,2023-09-09,True,11.07,Tablet,,2025-07-25 06:43:18.637113
user_02357,yhaynes@example.net,Amanda,Rich,25.0,Male,Canada,Newfoundland and Labrador,Lake Katherine,Basic,2023-03-07,True,10.34,Laptop,2.0,2023-01-20 14:59:00.336912
user_02358,lisaholt@example.net,Dale,Smith,24.0,Female,Canada,Prince Edward Island,Anthonyberg,Premium+,2022-08-19,False,10.37,Tablet,2.0,2022-08-29 15:25:23.338209
user_02361,steven07@example.com,Alexandra,Taylor,26.0,Female,USA,Illinois,Francofurt,Premium,2024-03-02,True,6.81,Gaming Console,2.0,2024-02-07 22:36:35.575393
user_02369,cgraham@example.net,Mallory,Meyer,29.0,Male,USA,Arizona,Pennyville,Standard,2023-11-29,True,25.73,Mobile,3.0,2023-10-22 05:48:53.537726
user_02370,darrylmendez@example.com,Megan,Welch,29.0,Female,USA,Massachusetts,Elizabethport,Premium,2023-05-17,True,8.94,Smart TV,,2023-10-17 10:35:06.720600
user_02371,ashleybrown@example.com,Derek,Kennedy,29.0,Female,USA,Missouri,South Elizabethville,Premium,2025-07-21,True,29.47,Smart TV,1.0,2022-11-25 06:13:24.921696
user_02376,benjamindavis@example.net,Melissa,Pena,20.0,Male,USA,Indiana,Michelleburgh,Standard,2025-04-26,True,6.61,Tablet,3.0,2023-02-17 06:48:59.828519
user_02381,greenchad@example.com,Frank,Farmer,30.0,Male,USA,North Carolina,South Sandraview,Premium,2022-08-24,True,2.96,Mobile,3.0,2024-06-20 06:46:32.343166
user_02383,phillipsmelissa@example.com,David,Ball,22.0,,USA,New York,Port Miranda,Standard,2024-07-26,True,12.28,Tablet,2.0,2022-11-23 16:22:56.358628
user_02384,yhayes@example.net,Andrew,Hansen,20.0,Prefer not to say,USA,Pennsylvania,New William,Basic,2022-10-13,False,,Smart TV,,2022-12-24 18:10:21.194823
user_02397,burgessmichael@example.net,Katherine,Ryan,23.0,Male,USA,Missouri,South Markborough,Premium,2023-07-08,False,7.16,Desktop,,2023-05-05 04:49:49.752765
user_02400,banderson@example.com,Beth,Ramirez,28.0,Male,Canada,Quebec,Jordanland,Premium,2025-01-01,True,9.06,Mobile,3.0,2024-08-24 01:26:04.078781
user_02406,ksandoval@example.net,Scott,Leonard,23.0,Female,Canada,Quebec,Robertton,Premium+,2024-08-08,True,34.49,Laptop,5.0,2023-05-27 04:04:15.841168
user_02411,taylorryan@example.org,Nicole,Diaz,20.0,Male,USA,New York,South Lindsay,Premium+,2022-08-30,True,33.7,Laptop,3.0,2024-05-15 01:59:41.965188
user_02420,cindyfarmer@example.com,Linda,Moore,25.0,Female,USA,Maryland,Wardhaven,Basic,2024-05-31,True,20.41,Tablet,1.0,2022-12-09 17:09:48.799275
user_02425,melinda11@example.com,Melissa,Burgess,23.0,Female,Canada,Prince Edward Island,Katieport,Premium,2024-01-06,True,,Gaming Console,1.0,2024-11-09 15:52:54.482682
user_02426,jilldavis@example.com,Alan,Hensley,18.0,Male,Canada,Prince Edward Island,New Jack,Standard,2024-12-23,True,3.08,Gaming Console,4.0,2024-07-20 10:57:54.153713
user_02427,vowen@example.com,Megan,Conner,29.0,Male,USA,Tennessee,Lindsaymouth,Standard,2023-01-22,True,24.36,Gaming Console,2.0,2025-05-14 13:00:00.408777
user_02433,kimberly43@example.com,Kimberly,Thompson,30.0,Male,USA,Massachusetts,Nashborough,Standard,2024-11-29,False,9.56,Mobile,,2024-09-24 14:57:50.301680
user_02437,patelcheryl@example.org,Robert,Vincent,29.0,Male,USA,Illinois,Coopermouth,Premium+,2025-03-19,True,12.19,Laptop,2.0,2024-03-31 06:15:41.227769
user_02439,thompsonmelissa@example.net,Marissa,Smith,29.0,Prefer not to say,Canada,Manitoba,Jensenland,Premium+,2025-01-12,True,4.75,Tablet,2.0,2025-05-24 07:18:00.309914
user_02444,bradley46@example.net,Deborah,Myers,22.0,Female,USA,Pennsylvania,East Beckystad,Standard,2024-02-12,True,3.18,Gaming Console,3.0,2023-10-02 18:27:05.930051
user_02447,victoria96@example.com,Amanda,Mueller,24.0,Male,Canada,Saskatchewan,East Pamelaview,Standard,2022-10-29,True,,Smart TV,1.0,2025-01-26 18:29:14.442507
user_02449,michael80@example.org,Courtney,Whitney,30.0,Female,USA,New Jersey,Thomasmouth,Premium,2025-04-26,True,6.69,Desktop,4.0,2022-12-29 05:54:17.993062
user_02465,jessicacollins@example.com,Sarah,Pitts,29.0,Female,USA,Indiana,North Denise,Standard,2024-02-13,True,15.4,Tablet,5.0,2024-05-13 05:36:26.873383
user_02467,stonetammy@example.net,Penny,Potter,30.0,,USA,Arizona,Justinfurt,Premium,2024-04-02,True,,Mobile,1.0,2023-11-19 16:10:26.564906
user_02470,harrisjesus@example.net,Deborah,Reid,25.0,Female,USA,Missouri,West Michaelborough,Premium,2023-09-06,True,,Gaming Console,1.0,2022-09-09 12:29:20.882675
user_02473,olynch@example.net,Rebecca,David,24.0,,USA,Florida,Port Ivan,Basic,2024-07-10,True,17.87,Mobile,2.0,2023-05-30 04:23:01.320244
user_02475,victoriaroth@example.com,Angela,Shelton,24.0,Male,USA,Michigan,Henryland,Basic,2024-09-11,True,16.46,Mobile,2.0,2025-02-18 01:48:45.984096
user_02479,michael57@example.com,Jennifer,Hart,29.0,Male,USA,Pennsylvania,Williamchester,Premium+,2024-03-11,False,4.21,Desktop,1.0,2023-11-27 23:32:33.596831
user_02484,rachel16@example.com,Michael,Wells,26.0,Male,Canada,Nova Scotia,Lake Eddie,Premium+,2025-07-02,True,4.4,Desktop,3.0,2024-08-05 19:21:31.526960
user_02486,james17@example.com,Andrew,Carter,18.0,,Canada,Prince Edward Island,Burkeshire,Basic,2024-02-12,True,1.24,Tablet,4.0,2023-03-24 08:58:01.061174
user_02488,cathy96@example.net,Nicholas,Payne,24.0,Male,USA,Illinois,Toddhaven,Standard,2023-06-14,True,24.21,Laptop,,2024-07-03 16:49:32.912848
user_02493,frobinson@example.net,Thomas,Chan,29.0,Male,Canada,Alberta,North Mary,Basic,2023-08-03,True,17.37,Laptop,3.0,2025-05-09 23:04:40.972733
user_02495,oholmes@example.net,Valerie,Martinez,28.0,Male,USA,North Carolina,Breannaport,Premium,2024-08-23,True,8.82,Desktop,,2023-05-15 09:49:16.072787
user_02508,lgibson@example.com,Kevin,Jones,27.0,Female,Canada,Manitoba,West Erinmouth,Basic,2023-08-09,True,2.6,Desktop,,2025-01-23 15:27:00.931842
user_02513,andrewssarah@example.org,Ann,Smith,20.0,Female,USA,Washington,New Anthony,Basic,2023-04-21,True,12.11,Smart TV,5.0,2024-06-27 18:39:40.653958
user_02515,uhogan@example.com,Mary,Wheeler,28.0,Male,USA,North Carolina,North Anthony,Basic,2022-10-28,True,18.43,Gaming Console,1.0,2024-11-14 20:31:11.793427
user_02519,mcowan@example.net,Blake,Soto,30.0,Male,USA,Tennessee,Alexanderfort,Standard,2024-06-28,True,3.8,Laptop,2.0,2022-10-30 12:03:20.674768
user_02520,jonesbrian@example.org,Tracy,Bishop,28.0,Male,USA,Illinois,Montgomeryview,Premium,2025-04-06,True,22.42,Smart TV,4.0,2025-07-10 13:25:38.746917
user_02531,gmartinez@example.org,Daniel,Black,30.0,Male,Canada,Alberta,Port Donnamouth,Standard,2025-04-14,True,23.53,Laptop,1.0,2025-04-29 07:24:34.197571
user_02533,carterolivia@example.com,Ronald,Lee,19.0,Female,USA,Wisconsin,Tiffanymouth,Premium,2023-07-15,True,24.42,Laptop,1.0,2025-05-13 00:45:52.933666
user_02544,darin83@example.org,Stephen,Simpson,25.0,Male,USA,Virginia,West Catherine,Premium+,2024-06-30,True,21.88,Gaming Console,1.0,2025-05-07 07:33:13.399533
user_02545,justinashley@example.net,Paul,Alvarado,27.0,Male,USA,Arizona,West Daniel,Standard,2024-09-07,True,,Smart TV,4.0,2023-07-10 06:45:03.122128
user_02549,angela40@example.org,Steven,Morris,29.0,Male,USA,Massachusetts,Angelaberg,Premium,2025-05-15,True,5.8,Gaming Console,4.0,2024-03-27 20:47:00.427622
user_02550,robert60@example.org,Michael,Caldwell,26.0,Female,USA,North Carolina,North Hollytown,Basic,2023-08-01,True,20.2,Desktop,,2023-12-15 18:57:07.733437
user_02552,jamiezimmerman@example.com,Shirley,Jackson,21.0,Male,Canada,Quebec,Cesarland,Premium,2023-12-03,True,,Laptop,,2023-12-13 21:40:39.578999
user_02556,umiller@example.net,Tina,Brown,23.0,Female,Canada,Prince Edward Island,Courtneyburgh,Standard,2023-02-23,True,8.12,Tablet,3.0,2023-05-31 05:11:55.282970
user_02560,andersonjason@example.org,Jane,Oliver,18.0,,Canada,Ontario,Gregorytown,Premium,2025-07-03,True,1.73,Smart TV,1.0,2022-12-08 06:31:24.347352
user_02563,courtney18@example.org,Pamela,Williams,28.0,Female,USA,Tennessee,East Alexis,Standard,2025-03-18,False,16.51,Tablet,5.0,2023-05-03 02:46:29.542744
user_02564,sarahsweeney@example.com,Susan,Luna,22.0,Female,USA,Ohio,West William,Standard,2025-05-29,True,18.38,Desktop,1.0,2022-08-29 21:11:19.871162
user_02565,gadams@example.com,Diane,Golden,28.0,Female,USA,Texas,East Bradyton,Standard,2023-08-13,True,11.9,Tablet,5.0,2023-10-21 01:35:57.843081
user_02567,mlewis@example.com,Ronald,Banks,20.0,,Canada,Nova Scotia,New Phillipville,Premium,2024-03-10,False,8.62,Laptop,2.0,2025-02-25 11:09:09.268750
user_02569,yalexander@example.com,Shelley,Gray,27.0,,Canada,Alberta,Port Brittanymouth,Standard,2023-11-25,True,18.26,Desktop,,2023-04-04 19:13:57.702305
user_02570,thomas93@example.net,Kimberly,Terry,30.0,Female,USA,Massachusetts,Millerland,Basic,2024-12-31,True,4.12,Laptop,2.0,2023-07-05 14:18:50.389427
user_02575,kelsey51@example.com,Willie,Harris,19.0,Female,USA,North Carolina,East Jamiemouth,Standard,2024-06-26,True,22.26,Laptop,,2022-12-23 04:44:48.312377
user_02582,murrayteresa@example.org,Crystal,Lane,18.0,Female,USA,Illinois,West Johnathanstad,Basic,2022-11-22,True,35.59,Smart TV,2.0,2022-08-20 01:48:34.694787
user_02583,ureed@example.net,Debbie,Nichols,24.0,Female,USA,Maryland,Grimesberg,Premium,2023-03-11,False,46.69,Smart TV,2.0,2023-02-18 03:25:23.845666
user_02586,georgeallen@example.org,Heather,Smith,22.0,Male,Canada,Saskatchewan,East Seth,Standard,2024-03-20,True,43.04,Desktop,4.0,2023-05-20 04:05:14.762467
user_02589,harperphilip@example.org,Brian,Fry,26.0,Male,USA,New Jersey,Rodneyburgh,Basic,2022-10-16,False,8.39,Gaming Console,4.0,2023-11-16 11:41:06.133689
user_02596,grantcarrie@example.com,Phillip,Mitchell,27.0,Male,Canada,Saskatchewan,Lake Christine,Standard,2024-03-24,True,18.2,Laptop,1.0,2025-06-13 12:58:07.516454
user_02599,cturner@example.org,Roger,Jackson,25.0,Prefer not to say,USA,Illinois,Kathleenberg,Premium,2023-11-16,True,9.14,Laptop,3.0,2025-02-19 19:28:40.351116
user_02604,ramirezbreanna@example.org,Scott,Watts,18.0,Female,Canada,New Brunswick,North Justin,Standard,2022-08-19,True,16.82,Smart TV,4.0,2023-06-15 21:53:56.229038
user_02612,laurenbaker@example.org,Jasmine,Hernandez,20.0,Female,Canada,Manitoba,Deannafort,Premium+,2024-03-07,True,28.16,Smart TV,4.0,2024-06-18 06:44:07.391043
user_02613,jshannon@example.org,Benjamin,Farley,21.0,Female,USA,New York,Lake Natalie,Standard,2025-01-15,True,,Desktop,2.0,2022-08-24 03:23:32.146978
user_02618,tsmith@example.com,Andrew,Wong,22.0,Male,USA,Arizona,Lake Charleneside,Premium,2022-09-18,True,14.5,Desktop,4.0,2023-09-02 07:18:31.616093
user_02623,nicole75@example.org,Sherri,Wright,21.0,Male,Canada,Saskatchewan,Jamesberg,Premium+,2022-08-03,True,0.51,Smart TV,,2023-02-06 04:45:00.256189
user_02624,farmerjennifer@example.org,Amber,Wilson,30.0,Female,Canada,British Columbia,Port Michelle,Basic,2025-02-15,True,,Laptop,3.0,2025-04-22 11:27:54.055282
user_02625,harperchristina@example.net,Michael,Wilson,22.0,,USA,Maryland,Millertown,Basic,2025-03-23,True,,Gaming Console,3.0,2023-07-11 09:45:08.442925
user_02627,petersonkimberly@example.org,Jennifer,Reese,22.0,Prefer not to say,USA,New York,Melissachester,Basic,2024-09-30,True,4.28,Gaming Console,2.0,2025-04-18 07:52:05.200148
user_02628,zweaver@example.com,Morgan,Horn,23.0,Male,USA,North Carolina,Michaelland,Standard,2023-02-11,True,7.94,Laptop,3.0,2024-04-03 19:01:50.025537
user_02632,bwilliams@example.com,Morgan,Shaw,30.0,Female,USA,Michigan,Davidstad,Premium+,2023-09-01,False,,Gaming Console,2.0,2024-11-07 20:15:37.644895
user_02634,millsyolanda@example.com,Wendy,Jacobs,28.0,Male,USA,California,Vanessaburgh,Premium+,2025-03-07,True,28.8,Gaming Console,2.0,2024-07-29 07:26:22.862653
user_02635,mendozasteven@example.net,Christine,Thornton,25.0,Male,USA,Missouri,Acevedoland,Standard,2022-10-09,True,4.24,Tablet,1.0,2025-04-28 09:32:32.840617
user_02638,aaron53@example.net,Timothy,Marquez,23.0,Female,Canada,Nova Scotia,Garrisonborough,Standard,2025-07-30,True,3.46,Mobile,2.0,2023-05-24 22:54:30.930650
user_02645,samuel54@example.com,Michelle,Gordon,29.0,Male,USA,Indiana,North Shirleymouth,Premium,2024-11-25,True,17.69,Laptop,,2025-02-02 19:13:05.789629
user_02667,tmcgee@example.net,Michelle,Gamble,30.0,,USA,Wisconsin,West Robertside,Premium,2023-07-21,True,29.56,Smart TV,1.0,2024-08-20 14:48:03.867987
user_02670,kim85@example.com,Chelsea,Lee,27.0,Male,USA,North Carolina,South Thomas,Premium,2023-01-17,True,29.84,Laptop,,2025-06-27 19:26:12.298371
user_02671,april30@example.com,Abigail,Lara,22.0,Female,USA,Tennessee,Lake Brittanyville,Premium,2022-08-17,True,2.62,Smart TV,3.0,2024-10-25 20:58:46.915884
user_02685,christian35@example.org,Hannah,Montgomery,24.0,Female,USA,New Jersey,Jacksonmouth,Premium,2023-02-26,True,7.39,Desktop,2.0,2024-02-08 12:53:40.238594
user_02686,gwilson@example.net,Victor,Barrett,24.0,Male,USA,New York,East Brandon,Premium,2023-01-06,True,3.75,Desktop,4.0,2025-01-11 14:23:46.682429
user_02687,douglas59@example.net,Joe,Clark,30.0,Female,USA,California,Jesseville,Standard,2025-04-08,True,11.51,Desktop,,2023-11-18 17:49:56.673809
user_02701,copelanddavid@example.com,David,Kennedy,24.0,Male,USA,Florida,Johnsonhaven,Premium,2023-08-24,True,6.85,Gaming Console,1.0,2025-06-08 06:13:26.084828
user_02702,rachel20@example.com,Rachel,Miller,29.0,Female,USA,Illinois,Ellisburgh,Premium,2024-04-08,True,,Laptop,8.0,2024-06-10 02:45:12.695955
user_02703,jessicatucker@example.com,Amber,Johnson,23.0,Male,USA,Virginia,Rollinsfort,Basic,2025-06-14,True,17.12,Gaming Console,8.0,2022-12-10 10:59:27.751219
user_02704,antoniobell@example.net,Sierra,Diaz,26.0,Other,USA,Virginia,East Steven,Standard,2022-09-19,True,15.34,Desktop,2.0,2024-12-21 21:19:19.977436
user_02705,odelgado@example.org,Joshua,Dunn,29.0,Female,USA,Georgia,West Meganburgh,Standard,2022-11-24,True,13.27,Smart TV,2.0,2023-07-25 01:13:00.819496
user_02707,pstanley@example.net,Joseph,Matthews,24.0,Female,USA,Illinois,Jamesmouth,Premium,2023-01-31,True,11.04,Smart TV,1.0,2023-12-18 08:25:11.195999
user_02709,pruittluke@example.com,Gregory,Nunez,30.0,Female,USA,Virginia,Port Darrellfort,Basic,2022-12-05,True,6.55,Laptop,,2024-05-24 13:11:53.455195
user_02714,thomas09@example.org,Jimmy,Chavez,28.0,Male,USA,Ohio,Douglasville,Standard,2024-12-30,True,4.08,Smart TV,,2023-12-08 16:16:47.038232
user_02719,ashleyvelez@example.com,Colin,Morgan,30.0,Female,Canada,Ontario,Smithfurt,Premium,2024-11-28,False,2.98,Gaming Console,3.0,2025-02-01 01:44:07.495298
user_02720,walkerbianca@example.com,Stacy,Clayton,24.0,Other,USA,New Jersey,Lake Bailey,Standard,2024-10-25,True,2.39,Gaming Console,1.0,2022-10-14 01:21:04.039358
user_02726,amber85@example.org,Joe,Garcia,27.0,Male,USA,Missouri,Jaredmouth,Premium,2025-06-24,True,10.65,Desktop,3.0,2024-07-15 11:52:50.021745
user_02728,kevin76@example.net,Hannah,Johnson,28.0,Male,USA,Wisconsin,Matthewside,Standard,2023-02-08,True,20.69,Desktop,3.0,2023-08-17 19:35:08.019897
user_02730,samanthaburch@example.org,Robert,Allison,30.0,Male,Canada,Nova Scotia,Garciatown,Standard,2023-05-27,True,984.45,Smart TV,3.0,2023-12-12 01:49:12.326706
user_02733,joneal@example.net,Lawrence,Vaughn,30.0,Male,USA,Wisconsin,Alexisville,Basic,2024-07-01,True,12.75,Laptop,1.0,2023-04-30 10:53:31.289607
user_02734,uvillegas@example.org,Peter,Hamilton,21.0,Male,Canada,Saskatchewan,New Megan,Premium,2022-09-24,True,,Smart TV,,2022-12-18 19:16:08.666909
user_02741,jthomas@example.net,Troy,Parker,28.0,Other,Canada,Saskatchewan,Lake Elizabeth,Premium,2024-06-29,True,10.59,Mobile,5.0,2025-07-24 19:44:38.155295
user_02742,michealmccall@example.com,Sarah,Williams,27.0,Female,Canada,Ontario,Hudsonfort,Standard,2022-10-25,True,2.19,Smart TV,4.0,2024-05-02 15:11:34.782454
user_02743,katie19@example.com,Tony,Ramirez,26.0,Female,USA,Indiana,West Jessicaview,Basic,2024-09-20,True,2.2,Gaming Console,6.0,2024-01-31 20:40:56.283771
user_02744,donaldmatthews@example.com,Katherine,Montgomery,27.0,Male,USA,Michigan,New Haley,Premium+,2022-10-11,True,1.85,Mobile,2.0,2023-07-02 00:07:53.524301
user_02749,christopherreyes@example.org,Elizabeth,Nixon,24.0,Female,USA,Florida,Murrayhaven,Standard,2024-08-10,True,3.91,Laptop,,2024-03-21 04:07:44.626366
user_02751,obrienerin@example.com,Renee,Benson,27.0,Prefer not to say,USA,Tennessee,New Tina,Premium,2023-01-27,True,45.81,Desktop,4.0,2024-07-30 03:34:26.696758
user_02752,tammy20@example.org,Thomas,Dean,29.0,Female,Canada,British Columbia,Alejandroton,Premium,2024-07-19,True,,Gaming Console,1.0,2024-11-20 14:27:47.444705
user_02754,trevinoheather@example.net,Peter,Young,21.0,Male,USA,Florida,Jennyburgh,Premium,2022-10-21,True,8.49,Desktop,5.0,2025-07-14 01:30:56.067554
user_02755,kevin48@example.com,Brooke,Griffin,22.0,Other,Canada,Saskatchewan,Danielside,Premium,2022-08-17,False,11.77,Mobile,2.0,2024-08-15 12:59:19.647300
user_02761,susan48@example.com,Renee,Kim,30.0,Male,USA,Michigan,Ericafort,Basic,2023-07-20,True,17.1,Mobile,2.0,2025-03-04 02:39:12.978626
user_02763,nbaker@example.com,Brandon,Glover,23.0,,USA,Pennsylvania,Russelltown,Standard,2023-03-31,True,8.91,Tablet,4.0,2024-02-06 21:28:46.327137
user_02768,cunninghamchelsey@example.org,Leonard,Campbell,29.0,Other,Canada,Manitoba,Reidville,Basic,2025-04-14,True,0.41,Smart TV,1.0,2022-10-09 13:30:25.010898
user_02770,kflores@example.org,Amy,Nguyen,29.0,Male,Canada,Quebec,Lancemouth,Basic,2024-05-27,True,8.71,Mobile,1.0,2023-12-17 22:02:48.269958
user_02771,cjarvis@example.net,Diane,Benitez,28.0,Female,USA,California,Lake Rodneyview,Premium+,2023-03-21,False,31.74,Gaming Console,4.0,2025-01-13 11:28:47.465070
user_02783,bradley11@example.org,Jonathan,Weaver,27.0,Female,Canada,Alberta,New Davidshire,Standard,2025-02-09,True,7.88,Tablet,,2024-02-11 12:01:19.846514
user_02786,loganwarner@example.net,Kenneth,Hancock,30.0,Female,USA,Texas,West Johnland,Premium,2025-05-15,True,29.62,Laptop,1.0,2023-01-20 04:29:25.906246
user_02789,eevans@example.net,Michael,Williams,29.0,Female,USA,New Jersey,Youngbury,Premium,2025-05-26,False,15.18,Tablet,3.0,2023-04-07 19:52:29.197110
user_02790,collinsmith@example.com,Tammy,Diaz,23.0,Male,USA,Texas,Raymondburgh,Premium+,2024-03-02,True,6.65,Tablet,3.0,2024-12-26 18:05:37.846353
user_02792,dianechapman@example.net,Matthew,Gonzalez,25.0,Female,Canada,Quebec,Josephmouth,Basic,2024-06-17,False,14.3,Smart TV,3.0,2022-09-27 09:20:18.374747
user_02800,stephaniecortez@example.org,Oscar,Alexander,19.0,Female,USA,North Carolina,South Kimberlyport,Premium+,2024-08-12,True,1.82,Mobile,2.0,2025-03-06 12:30:10.951487
user_02804,keith78@example.org,Joseph,Miller,18.0,Male,USA,Maryland,Lake Deborahport,Standard,2025-04-28,True,28.2,Tablet,,2022-10-17 18:41:52.702353
user_02805,martineznorman@example.com,Pamela,Lopez,27.0,Male,USA,Michigan,Port Judymouth,Premium,2025-01-07,True,4.69,Laptop,1.0,2022-08-08 08:43:52.138468
user_02806,rhodesjose@example.net,Cheryl,Padilla,22.0,Male,Canada,Newfoundland and Labrador,New Lindabury,Standard,2024-03-01,True,12.01,Tablet,1.0,2025-04-06 21:43:54.888092
user_02820,martha48@example.org,Heather,Williamson,29.0,Male,USA,New York,East Kellyview,Basic,2023-11-04,True,30.71,Gaming Console,2.0,2025-06-25 06:42:26.029603
user_02827,moorecraig@example.com,Paul,Sherman,26.0,Male,USA,Ohio,Rachelborough,Basic,2025-07-14,True,7.48,Gaming Console,4.0,2022-12-30 13:57:53.797074
user_02829,rodriguezjesse@example.net,Danielle,Sparks,30.0,Male,USA,New York,Emilyfort,Premium,2022-11-18,True,6.51,Mobile,2.0,2025-03-20 15:09:29.088156
user_02831,benjamin16@example.org,Nicole,Johnson,22.0,Male,USA,New York,North Monica,Premium+,2022-10-11,True,,Tablet,2.0,2022-10-10 03:17:36.825675
user_02832,jeffrey02@example.com,Jeffrey,Byrd,29.0,Male,Canada,Prince Edward Island,Knightberg,Standard,2024-07-06,True,6.85,Tablet,5.0,2024-03-31 16:06:04.184599
user_02839,brookevalencia@example.org,Richard,Gibson,25.0,Male,Canada,Newfoundland and Labrador,North Gregory,Premium,2023-01-22,True,,Desktop,1.0,2024-03-06 17:12:28.569516
user_02840,martinezyvonne@example.net,Bryan,Martinez,27.0,Other,USA,Wisconsin,West Angela,Premium,2023-01-04,True,16.0,Laptop,,2025-01-31 01:06:04.068390
user_02842,sloankrista@example.com,Mark,Griffith,18.0,Female,USA,Wisconsin,New Roger,Standard,2023-03-08,False,4.63,Tablet,4.0,2025-02-25 14:30:09.485432
user_02845,lorraine33@example.org,Christopher,Sherman,28.0,Male,USA,Texas,Tamaraburgh,Standard,2024-10-30,True,15.09,Tablet,3.0,2022-11-19 23:13:47.757118
user_02849,nicolewalker@example.org,James,Bryant,24.0,Female,USA,Virginia,Wattsfurt,Premium,2025-03-17,True,18.42,Laptop,2.0,2025-08-02 09:09:33.569795
user_02853,angelicachase@example.net,Nancy,Davis,23.0,Female,Canada,Ontario,North Melanieland,Standard,2024-10-17,True,,Mobile,,2023-11-07 08:24:12.314253
user_02855,vbrennan@example.net,Tony,Harris,29.0,Male,USA,New Jersey,Port Christinamouth,Standard,2024-04-17,True,15.34,Desktop,2.0,2023-04-22 06:21:14.896680
